Candidate.id,Candidate_Entity:id,General_Party.id,Election_Type.id,Office_Sought.id,Broad_Sector.id,Incumbency_Status,Status_of_Candidate.id,Industry_Spending_Totals,Candidate,Election_Status,Status_of_Candidate,General_Party,Election_Year,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
238600,12996637,3,1,9172,6,1,2,377654,"POIZNER, STEPHEN (STEVE)",Lost-General,Lost,Third-Party,2018,Standard,INSURANCE COMMISSIONER,Open,"Finance, Insurance & Real Estate"
168182,13008437,1,1,675,8,1,1,375732,"PAN, RICHARD",Won-General,Won,Democratic,2014,Standard,SENATE DISTRICT 006,Open,Health
238326,13008437,1,1,675,8,2,1,375336,"PAN, RICHARD",Won-General,Won,Democratic,2018,Standard,SENATE DISTRICT 006,Incumbent,Health
103537,12996619,2,1,9171,6,2,1,375075,"JONES, BILL",Won-General,Won,Republican,1998,Standard,SECRETARY OF STATE,Incumbent,"Finance, Insurance & Real Estate"
141952,369166,1,1,15025,6,2,1,374627,"SHERMAN, BRAD",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 030,Incumbent,"Finance, Insurance & Real Estate"
160082,17658644,1,1,15025,8,2,1,372900,"WAXMAN, HENRY A",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 030,Incumbent,Health
160183,2545581,1,1,14929,8,2,1,372809,"BOXER, BARBARA S",Won-General,Won,Democratic,2010,Standard,US SENATE DISTRICT CA SW-CLASS III,Incumbent,Health
125804,6468901,1,1,689,6,2,1,372323,"PADILLA, ALEX",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 020,Incumbent,"Finance, Insurance & Real Estate"
160119,2022063,1,1,15003,8,2,1,371700,"PELOSI, NANCY",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 008,Incumbent,Health
168136,1257359,1,1,15038,6,2,1,370490,"WATERS, MAXINE",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 043,Incumbent,"Finance, Insurance & Real Estate"
202301,14148706,1,1,15047,6,2,1,369915,"PETERS, SCOTT",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 052,Incumbent,"Finance, Insurance & Real Estate"
168207,2322930,1,1,693,6,2,1,368722,"DE LEON, KEVIN",Won-General,Won,Democratic,2014,Standard,SENATE DISTRICT 024,Incumbent,"Finance, Insurance & Real Estate"
168116,17657757,1,1,15031,8,2,1,366633,"RUIZ, RAUL",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 036,Incumbent,Health
125809,1257070,1,1,699,6,2,1,366333,"CALDERON, RONALD S (RON)",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
160119,2022063,1,1,15003,6,2,1,364700,"PELOSI, NANCY",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 008,Incumbent,"Finance, Insurance & Real Estate"
49644,6654764,2,1,9175,6,1,2,360895,"STIRLING, DAVE",Lost-General,Lost,Republican,1998,Standard,ATTORNEY GENERAL,Open,"Finance, Insurance & Real Estate"
168109,16562595,1,1,15029,6,2,1,360650,"BECERRA, XAVIER",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 034,Incumbent,"Finance, Insurance & Real Estate"
238647,16635303,2,1,605,6,2,2,359040,"BAKER, CATHARINE",Lost-General,Lost,Republican,2018,Standard,ASSEMBLY DISTRICT 016,Incumbent,"Finance, Insurance & Real Estate"
125811,6398747,1,1,703,6,2,1,358747,"CORREA, LOU",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
167983,12556998,1,1,15002,6,2,1,357631,"BERA, AMI",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 007,Incumbent,"Finance, Insurance & Real Estate"
226800,622640,1,1,15046,6,2,1,357150,"VARGAS, JUAN",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 051,Incumbent,"Finance, Insurance & Real Estate"
202329,32203683,1,1,680,6,1,1,353350,"WIENER, SCOTT",Won-General,Won,Democratic,2016,Standard,SENATE DISTRICT 011,Open,"Finance, Insurance & Real Estate"
103720,6398633,1,1,632,6,2,1,352871,"FROMMER, DARIO",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 043,Incumbent,"Finance, Insurance & Real Estate"
227323,43645647,1,1,15043,6,3,1,351375,"ROUDA, HARLEY",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 048,Challenger,"Finance, Insurance & Real Estate"
49716,13008730,2,1,643,8,1,2,351237,"ALBAN, JULIE",Lost-General,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 054,Open,Health
202235,16562595,1,1,15029,6,2,1,349500,"BECERRA, XAVIER",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 034,Incumbent,"Finance, Insurance & Real Estate"
226707,12556998,1,1,15002,6,2,1,349050,"BERA, AMI",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 007,Incumbent,"Finance, Insurance & Real Estate"
223742,6451725,1,1,9169,8,1,2,348323,"VILLARAIGOSA, ANTONIO",Lost-Top Two Primary,Lost,Democratic,2018,Standard,GOVERNOR,Open,Health
202167,373494,1,1,15012,6,3,1,348252,"KHANNA, ROHIT",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 017,Challenger,"Finance, Insurance & Real Estate"
227239,2022063,1,1,15007,8,2,1,344374,"PELOSI, NANCY",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 012,Incumbent,Health
226912,1257359,1,1,15038,6,2,1,344200,"WATERS, MAXINE",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 043,Incumbent,"Finance, Insurance & Real Estate"
66971,6686482,2,1,9171,6,3,2,343730,"DUNN, DAMON",Lost-General,Lost,Republican,2010,Standard,SECRETARY OF STATE,Challenger,"Finance, Insurance & Real Estate"
130826,774880,1,1,642,6,2,1,343223,"PEREZ, JOHN A",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 053,Incumbent,"Finance, Insurance & Real Estate"
202373,145632,1,1,708,8,1,1,342825,"ATKINS, TONI",Won-General,Won,Democratic,2016,Standard,SENATE DISTRICT 039,Open,Health
227274,44044404,1,1,15020,6,3,1,341731,"HILL, KATIE",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 025,Challenger,"Finance, Insurance & Real Estate"
125801,6398629,1,1,677,6,2,1,341212,"YEE, LELAND Y",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 008,Incumbent,"Finance, Insurance & Real Estate"
103774,622640,1,1,668,6,2,1,340858,"VARGAS, JUAN",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 079,Incumbent,"Finance, Insurance & Real Estate"
167939,433187,1,1,9174,6,1,1,339430,"CHIANG, JOHN",Won-General,Won,Democratic,2014,Standard,TREASURER,Open,"Finance, Insurance & Real Estate"
160169,16562595,1,1,15026,8,2,1,339150,"BECERRA, XAVIER",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 031,Incumbent,Health
227025,369166,1,1,15025,6,2,1,338540,"SHERMAN, BRAD",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 030,Incumbent,"Finance, Insurance & Real Estate"
111026,1403023,1,1,601,6,1,1,337410,"MA, FIONA",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 012,Open,"Finance, Insurance & Real Estate"
30102,2214700,2,1,9172,6,1,2,334749,"MENDOZA, GARY",Lost-General,Lost,Republican,2002,Standard,INSURANCE COMMISSIONER,Open,"Finance, Insurance & Real Estate"
223730,16562595,1,1,9175,8,2,1,334559,"BECERRA, XAVIER",Won-General,Won,Democratic,2018,Standard,ATTORNEY GENERAL,Incumbent,Health
226710,13008566,2,1,15005,5,2,2,333983,"DENHAM, JEFF",Lost-General,Lost,Republican,2018,Standard,US HOUSE DISTRICT CA 010,Incumbent,Energy & Natural Resources
223775,363200,1,1,9173,6,1,2,332675,"HERNANDEZ, EDWARD P",Lost-General,Lost,Democratic,2018,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
86140,2373302,1,1,615,6,2,1,331061,"CARDOZA, DENNIS A",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 026,Incumbent,"Finance, Insurance & Real Estate"
12264,1256503,1,1,9169,6,1,2,330278,"HARMAN, JANE",Lost-Primary,Lost,Democratic,1998,Standard,GOVERNOR,Open,"Finance, Insurance & Real Estate"
238368,6413709,1,1,687,6,2,1,330217,"HERTZBERG, ROBERT (BOB)",Won-General,Won,Democratic,2018,Standard,SENATE DISTRICT 018,Incumbent,"Finance, Insurance & Real Estate"
226801,14148706,1,1,15047,6,2,1,329909,"PETERS, SCOTT",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 052,Incumbent,"Finance, Insurance & Real Estate"
167978,1952480,1,1,15000,6,2,1,326870,"THOMPSON, MIKE",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 005,Incumbent,"Finance, Insurance & Real Estate"
15255,12997061,1,1,9173,6,1,2,326621,"SPEIER, JACKIE",Lost-Primary,Lost,Democratic,2006,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
168006,2022063,1,1,15007,6,2,1,326285,"PELOSI, NANCY",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 012,Incumbent,"Finance, Insurance & Real Estate"
223729,13008469,1,1,9175,8,3,2,324390,"JONES, DAVE",Lost-Top Two Primary,Lost,Democratic,2018,Standard,ATTORNEY GENERAL,Challenger,Health
140995,16562595,1,1,15029,6,2,1,324234,"BECERRA, XAVIER",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 034,Incumbent,"Finance, Insurance & Real Estate"
226920,13008846,2,1,15040,8,2,2,320816,"WALTERS, MIMI",Lost-General,Lost,Republican,2018,Standard,US HOUSE DISTRICT CA 045,Incumbent,Health
202245,17657762,1,1,15033,6,2,1,319575,"SANCHEZ, LINDA T",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 038,Incumbent,"Finance, Insurance & Real Estate"
202373,145632,1,1,708,6,1,1,318584,"ATKINS, TONI",Won-General,Won,Democratic,2016,Standard,SENATE DISTRICT 039,Open,"Finance, Insurance & Real Estate"
141951,17658644,1,1,15028,8,2,1,318299,"WAXMAN, HENRY A",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 033,Incumbent,Health
226801,14148706,1,1,15047,8,2,1,318158,"PETERS, SCOTT",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 052,Incumbent,Health
2607,2020041,1,1,9170,6,1,2,318089,"KLEHS, JOHAN",Lost-Primary,Lost,Democratic,2002,Standard,CONTROLLER,Open,"Finance, Insurance & Real Estate"
142055,1952480,1,1,15000,6,2,1,317535,"THOMPSON, MIKE",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 005,Incumbent,"Finance, Insurance & Real Estate"
142057,2022063,1,1,15007,6,2,1,317266,"PELOSI, NANCY",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 012,Incumbent,"Finance, Insurance & Real Estate"
86133,6617052,2,1,700,8,2,1,316645,"BRULTE, JAMES L",Won-General,Won,Republican,2000,Standard,SENATE DISTRICT 031,Incumbent,Health
160160,8050793,1,1,15009,8,2,1,316516,"ESHOO, ANNA G",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 014,Incumbent,Health
223785,1403023,1,1,9174,6,1,1,314842,"MA, FIONA",Won-General,Won,Democratic,2018,Standard,TREASURER,Open,"Finance, Insurance & Real Estate"
202225,17657748,1,1,15026,6,2,1,314146,"AGUILAR, PETE",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 031,Incumbent,"Finance, Insurance & Real Estate"
86135,792818,1,1,647,6,2,1,314072,"CALDERON, THOMAS M (TOM)",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 058,Incumbent,"Finance, Insurance & Real Estate"
167949,13008469,1,1,9172,8,2,1,314063,"JONES, DAVE",Won-General,Won,Democratic,2014,Standard,INSURANCE COMMISSIONER,Incumbent,Health
202321,1348234,1,1,676,6,2,1,312701,"GLAZER, STEVEN",Won-General,Won,Democratic,2016,Standard,SENATE DISTRICT 007,Incumbent,"Finance, Insurance & Real Estate"
226710,13008566,2,1,15005,6,2,2,311350,"DENHAM, JEFF",Lost-General,Lost,Republican,2018,Standard,US HOUSE DISTRICT CA 010,Incumbent,"Finance, Insurance & Real Estate"
65376,28456,2,1,9173,6,1,2,310048,"MALDONADO, ABEL",Lost-General,Lost,Republican,2010,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
103793,6413938,1,1,9171,6,1,1,309279,"SHELLEY, KEVIN",Won-General,Won,Democratic,2002,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
167934,774880,1,1,9170,6,1,2,308890,"PEREZ, JOHN A",Lost-Top Two Primary,Lost,Democratic,2014,Standard,CONTROLLER,Open,"Finance, Insurance & Real Estate"
168458,145632,1,1,667,8,2,1,307407,"ATKINS, TONI",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 078,Incumbent,Health
202187,2429326,2,1,15017,8,2,1,307350,"NUNES, DEVIN G",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 022,Incumbent,Health
202215,17657742,1,1,15024,6,2,1,307200,"CARDENAS, TONY",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 029,Incumbent,"Finance, Insurance & Real Estate"
238679,1272718,2,1,703,6,2,2,306400,"NGUYEN, JANET",Lost-General,Lost,Republican,2018,Standard,SENATE DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
141948,16617989,1,1,15010,8,2,2,306300,"STARK, FORTNEY (PETE)",Lost-General,Lost,Democratic,2012,Standard,US HOUSE DISTRICT CA 015,Incumbent,Health
103531,6451725,1,1,634,5,2,1,305957,"VILLARAIGOSA, ANTONIO",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 045,Incumbent,Energy & Natural Resources
168078,369166,1,1,15025,6,2,1,305568,"SHERMAN, BRAD",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 030,Incumbent,"Finance, Insurance & Real Estate"
167918,312332,1,1,9173,8,2,1,303400,"NEWSOM, GAVIN",Won-General,Won,Democratic,2014,Standard,LIEUTENANT GOVERNOR,Incumbent,Health
226789,15742560,1,1,15010,6,2,1,303110,"SWALWELL, ERIC",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 015,Incumbent,"Finance, Insurance & Real Estate"
86133,6617052,2,1,700,5,2,1,302746,"BRULTE, JAMES L",Won-General,Won,Republican,2000,Standard,SENATE DISTRICT 031,Incumbent,Energy & Natural Resources
238342,775712,1,1,681,6,1,1,302429,"CABALLERO, ANNA",Won-General,Won,Democratic,2018,Standard,SENATE DISTRICT 012,Open,"Finance, Insurance & Real Estate"
140995,16562595,1,1,15029,8,2,1,302391,"BECERRA, XAVIER",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 034,Incumbent,Health
140988,17657737,2,1,15021,6,1,2,300526,"STRICKLAND, TONY",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 026,Open,"Finance, Insurance & Real Estate"
161117,18930573,2,1,14929,5,3,2,300411,"FIORINA, CARLY",Lost-General,Lost,Republican,2010,Standard,US SENATE DISTRICT CA SW-CLASS III,Challenger,Energy & Natural Resources
238679,1272718,2,1,703,8,2,2,300072,"NGUYEN, JANET",Lost-General,Lost,Republican,2018,Standard,SENATE DISTRICT 034,Incumbent,Health
161317,19890614,2,1,14929,6,1,2,300048,"CAMPBELL, TOM",Lost-Primary,Lost,Republican,2010,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,"Finance, Insurance & Real Estate"
202151,13008566,2,1,15005,5,2,1,299958,"DENHAM, JEFF",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 010,Incumbent,Energy & Natural Resources
168207,2322930,1,1,693,8,2,1,299091,"DE LEON, KEVIN",Won-General,Won,Democratic,2014,Standard,SENATE DISTRICT 024,Incumbent,Health
111039,13008858,2,1,664,6,2,1,297600,"PLESCIA, GEORGE A",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 075,Incumbent,"Finance, Insurance & Real Estate"
202155,2022063,1,1,15007,8,2,1,297362,"PELOSI, NANCY",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 012,Incumbent,Health
202131,1952480,1,1,15000,8,2,1,297250,"THOMPSON, MIKE",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 005,Incumbent,Health
168062,23420984,2,1,15020,6,1,2,297088,"STRICKLAND, ANTHONY A (TONY)",Lost-General,Lost,Republican,2014,Standard,US HOUSE DISTRICT CA 025,Open,"Finance, Insurance & Real Estate"
168163,14148706,1,1,15047,6,2,1,296926,"PETERS, SCOTT",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 052,Incumbent,"Finance, Insurance & Real Estate"
202521,18912256,1,1,634,6,2,1,296289,"DABABNEH, MATT",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 045,Incumbent,"Finance, Insurance & Real Estate"
111037,6468901,1,1,689,6,1,1,296201,"PADILLA, ALEX",Won-General,Won,Democratic,2006,Standard,SENATE DISTRICT 020,Open,"Finance, Insurance & Real Estate"
103746,331199,2,1,621,6,2,1,296099,"MCCARTHY, KEVIN",Won-General,Won,Republican,2004,Standard,ASSEMBLY DISTRICT 032,Incumbent,"Finance, Insurance & Real Estate"
249720,23421111,1,1,695,6,2,1,295950,"ALLEN, BEN",Won-General,Won,Democratic,2018,Standard,SENATE DISTRICT 026,Incumbent,"Finance, Insurance & Real Estate"
142065,16563796,1,1,15019,8,2,1,292965,"CAPPS, LOIS",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 024,Incumbent,Health
116962,6601286,2,1,670,6,2,1,291820,"COX, DAVE",Won-General,Won,Republican,2008,Standard,SENATE DISTRICT 001,Incumbent,"Finance, Insurance & Real Estate"
117117,13008846,2,1,702,6,1,1,291750,"WALTERS, MIMI",Won-General,Won,Republican,2008,Standard,SENATE DISTRICT 033,Open,"Finance, Insurance & Real Estate"
202301,14148706,1,1,15047,8,2,1,291324,"PETERS, SCOTT",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 052,Incumbent,Health
202151,13008566,2,1,15005,6,2,1,290848,"DENHAM, JEFF",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 010,Incumbent,"Finance, Insurance & Real Estate"
238513,11022817,1,1,658,6,2,1,290845,"DALY, TOM",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 069,Incumbent,"Finance, Insurance & Real Estate"
226914,13008615,2,1,15020,6,2,2,288354,"KNIGHT, STEVE",Lost-General,Lost,Republican,2018,Standard,US HOUSE DISTRICT CA 025,Incumbent,"Finance, Insurance & Real Estate"
226797,17657762,1,1,15033,8,2,1,288075,"SANCHEZ, LINDA T",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 038,Incumbent,Health
228232,26294,1,1,15414,8,2,1,287262,"FEINSTEIN, DIANNE",Won-General,Won,Democratic,2018,Standard,US SENATE DISTRICT CA SW-CLASS I,Incumbent,Health
142170,26294,1,1,15414,6,2,1,287033,"FEINSTEIN, DIANNE",Won-General,Won,Democratic,2012,Standard,US SENATE DISTRICT CA SW-CLASS I,Incumbent,"Finance, Insurance & Real Estate"
125779,774880,1,1,635,6,2,1,286313,"PEREZ, JOHN A",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 046,Incumbent,"Finance, Insurance & Real Estate"
160218,369166,1,1,15022,6,2,1,285826,"SHERMAN, BRAD",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 027,Incumbent,"Finance, Insurance & Real Estate"
238683,11022372,2,1,705,6,2,1,284975,"BATES, PATRICIA C (PAT)",Won-General,Won,Republican,2018,Standard,SENATE DISTRICT 036,Incumbent,"Finance, Insurance & Real Estate"
21981,6468714,1,1,9175,6,1,2,284850,"DELGADILLO, ROCKY",Lost-Primary,Lost,Democratic,2010,Standard,ATTORNEY GENERAL,Open,"Finance, Insurance & Real Estate"
226711,15203357,1,1,15023,6,2,1,284513,"SCHIFF, ADAM B",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 028,Incumbent,"Finance, Insurance & Real Estate"
103521,131719,4,1,9176,6,1,1,283610,"EASTIN, DELAINE",Won-General,Won,Nonpartisan,1998,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,"Finance, Insurance & Real Estate"
103720,6398633,1,1,632,8,2,1,283466,"FROMMER, DARIO",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 043,Incumbent,Health
168197,6413709,1,1,687,6,1,1,282444,"HERTZBERG, ROBERT (BOB)",Won-General,Won,Democratic,2014,Standard,SENATE DISTRICT 018,Open,"Finance, Insurance & Real Estate"
33014,48993,2,1,9169,5,3,2,282433,"SIMON JR, WILLIAM E (BILL)",Lost-General,Lost,Republican,2002,Standard,GOVERNOR,Challenger,Energy & Natural Resources
130812,13008437,1,1,598,8,2,1,282030,"PAN, RICHARD",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 009,Incumbent,Health
226792,17657748,1,1,15026,6,2,1,281599,"AGUILAR, PETE",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 031,Incumbent,"Finance, Insurance & Real Estate"
116952,22511,1,1,636,6,2,1,280906,"BASS, KAREN",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 047,Incumbent,"Finance, Insurance & Real Estate"
160183,2545581,1,1,14929,2,2,1,279687,"BOXER, BARBARA S",Won-General,Won,Democratic,2010,Standard,US SENATE DISTRICT CA SW-CLASS III,Incumbent,Construction
167978,1952480,1,1,15000,8,2,1,279585,"THOMPSON, MIKE",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 005,Incumbent,Health
168458,145632,1,1,667,6,2,1,278450,"ATKINS, TONI",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 078,Incumbent,"Finance, Insurance & Real Estate"
141881,16566899,2,1,15047,8,2,2,277850,"BILBRAY, BRIAN P",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 052,Incumbent,Health
12093,24632,1,1,9175,6,1,2,277333,"CALDERON, CHARLES M",Lost-Primary,Lost,Democratic,1998,Standard,ATTORNEY GENERAL,Open,"Finance, Insurance & Real Estate"
168048,16563796,1,1,15019,8,2,1,277185,"CAPPS, LOIS",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 024,Incumbent,Health
130807,13008765,2,1,698,6,2,1,277140,"HUFF, ROBERT (BOB)",Won-General,Won,Republican,2012,Standard,SENATE DISTRICT 029,Incumbent,"Finance, Insurance & Real Estate"
111008,363200,1,1,646,8,1,1,276774,"HERNANDEZ, EDWARD P",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 057,Open,Health
227264,2429326,2,1,15017,8,2,1,276597,"NUNES, DEVIN G",Won-General,Won,Republican,2018,Standard,US HOUSE DISTRICT CA 022,Incumbent,Health
202259,1257359,1,1,15038,6,2,1,276350,"WATERS, MAXINE",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 043,Incumbent,"Finance, Insurance & Real Estate"
168141,13008846,2,1,15040,6,1,1,275945,"WALTERS, MIMI",Won-General,Won,Republican,2014,Standard,US HOUSE DISTRICT CA 045,Open,"Finance, Insurance & Real Estate"
36542,6617398,2,1,676,6,2,2,275825,"RAINEY, RICHARD K",Lost-General,Lost,Republican,2000,Standard,SENATE DISTRICT 007,Incumbent,"Finance, Insurance & Real Estate"
202235,16562595,1,1,15029,8,2,1,275000,"BECERRA, XAVIER",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 034,Incumbent,Health
140982,17657731,2,1,15020,4,2,1,274625,"MCKEON, HOWARD P (BUCK)",Won-General,Won,Republican,2012,Standard,US HOUSE DISTRICT CA 025,Incumbent,Defense
82862,12997062,1,1,9172,2,1,1,274556,"GARAMENDI, JOHN",Won-General,Won,Democratic,2002,Standard,INSURANCE COMMISSIONER,Open,Construction
168157,61054,2,1,15044,6,2,1,274337,"ISSA, DARRELL E",Won-General,Won,Republican,2014,Standard,US HOUSE DISTRICT CA 049,Incumbent,"Finance, Insurance & Real Estate"
